timestamp,cpu_usage,memory_usage,network_traffic,disk_io,response_time,error_rate,is_anomaly
2024-01-05 17:10:00,30.21,44.14,937.8,105.43,1529.52,0.59,1
2024-01-05 17:15:00,46.83,48.01,211.69,120.19,118.56,1.41,0
2024-01-05 17:20:00,44.85,67.19,253.18,80.83,94.45,0.83,0
2024-01-05 17:25:00,50.79,69.0,176.42,88.5,133.6,1.36,0
2024-01-05 17:30:00,46.2,55.9,165.54,85.37,145.96,0.82,0
2024-01-05 17:35:00,35.27,65.47,203.9,51.57,187.62,1.18,0
2024-01-05 17:40:00,56.97,71.12,190.93,102.83,146.98,0.74,0
2024-01-05 17:45:00,43.41,74.3,225.97,118.69,144.1,0.75,0
2024-01-05 17:50:00,44.73,58.03,181.87,120.33,161.57,0.22,0
2024-01-05 17:55:00,35.67,41.59,268.74,82.58,141.9,1.26,0
2024-01-05 18:00:00,40.57,53.43,148.41,74.97,174.32,1.19,0
2024-01-05 18:05:00,36.15,56.59,250.15,100.43,209.38,1.21,0
2024-01-05 18:10:00,43.27,57.93,169.41,116.59,215.72,1.14,0
2024-01-05 18:15:00,62.12,58.5,128.16,103.1,152.91,0.62,0
2024-01-05 18:20:00,31.28,68.95,209.52,105.79,160.11,1.48,0
2024-01-05 18:25:00,28.86,70.2,189.82,122.84,197.37,1.5,0
2024-01-05 18:30:00,59.71,58.63,155.62,85.22,145.5,0.61,0
2024-01-05 18:35:00,42.91,68.79,132.74,442.06,170.38,61.26,1
2024-01-05 18:40:00,38.31,62.86,199.67,132.69,115.95,1.44,0
2024-01-05 18:45:00,55.4,60.52,239.03,96.06,140.67,0.76,0
2024-01-05 18:50:00,38.94,67.25,223.4,74.65,184.68,0.85,0
2024-01-05 18:55:00,63.26,60.58,202.27,86.61,128.45,1.27,0
2024-01-05 19:00:00,51.78,76.46,219.15,81.24,146.16,0.24,0
2024-01-05 19:05:00,40.12,48.49,198.91,107.14,102.77,0.46,0
2024-01-05 19:10:00,66.57,55.88,142.81,82.08,210.17,0.51,0
2024-01-05 19:15:00,38.94,58.99,143.16,105.42,187.89,0.1,0
2024-01-05 19:20:00,52.42,63.52,191.87,85.28,155.64,1.54,0
2024-01-05 19:25:00,47.99,70.14,193.57,57.53,165.23,0.01,0
2024-01-05 19:30:00,58.02,59.8,234.04,106.13,161.88,1.17,0
2024-01-05 19:35:00,60.62,48.62,230.29,102.97,191.53,1.41,0
2024-01-05 19:40:00,45.32,66.74,224.21,110.36,134.44,0.85,0
2024-01-05 19:45:00,37.47,66.04,188.79,86.54,171.97,0.67,0
2024-01-05 19:50:00,49.6,44.47,144.77,84.41,182.32,1.12,0
2024-01-05 19:55:00,38.22,59.97,216.48,108.03,186.46,1.0,0
2024-01-05 20:00:00,65.13,47.28,221.01,130.38,82.22,1.5,0
2024-01-05 20:05:00,46.37,54.68,104.46,100.22,132.02,0.0,0
2024-01-05 20:10:00,41.35,52.78,166.63,108.49,119.42,0.54,0
2024-01-05 20:15:00,46.85,66.47,172.36,93.57,154.49,1.28,0
2024-01-05 20:20:00,31.53,60.93,204.73,69.13,89.52,1.03,0
2024-01-05 20:25:00,35.28,49.72,167.87,119.35,88.63,1.38,0
2024-01-05 20:30:00,57.0,67.04,198.47,118.17,215.1,1.13,0
2024-01-05 20:35:00,38.43,48.53,191.58,114.22,168.53,0.93,0
2024-01-05 20:40:00,34.53,62.64,193.63,96.36,153.63,0.85,0
2024-01-05 20:45:00,50.37,53.49,171.34,111.94,160.91,2.16,0
2024-01-05 20:50:00,56.86,57.07,174.44,117.88,154.39,1.77,0
2024-01-05 20:55:00,52.19,64.03,156.79,132.4,179.92,1.25,0
2024-01-05 21:00:00,54.96,64.17,215.2,119.77,131.03,1.04,0
2024-01-05 21:05:00,37.43,70.7,222.84,101.28,155.6,1.27,0
2024-01-05 21:10:00,92.36,98.94,169.18,73.83,156.82,1.41,1
2024-01-05 21:15:00,60.01,62.45,260.83,103.11,118.59,1.21,0
2024-01-05 21:20:00,41.77,56.5,187.42,105.13,188.31,0.62,0
2024-01-05 21:25:00,42.49,61.46,261.21,114.18,136.63,1.89,0
2024-01-05 21:30:00,58.28,63.52,174.31,127.08,180.52,1.12,0
2024-01-05 21:35:00,50.56,59.21,118.94,98.1,153.45,2.01,0
2024-01-05 21:40:00,49.56,45.57,216.09,142.02,199.01,1.09,0
2024-01-05 21:45:00,66.65,62.65,209.94,64.81,118.76,0.88,0
2024-01-05 21:50:00,38.56,62.92,201.38,108.39,117.46,1.69,0
2024-01-05 21:55:00,54.28,54.56,174.31,84.03,122.83,1.15,0
2024-01-05 22:00:00,45.57,49.72,198.62,61.86,154.0,1.07,0
2024-01-05 22:05:00,47.69,71.81,179.55,95.96,196.24,0.4,0
2024-01-05 22:10:00,60.28,63.93,187.91,70.86,197.79,1.33,0
2024-01-05 22:15:00,50.08,58.17,233.67,96.77,80.7,0.75,0
2024-01-05 22:20:00,50.38,50.9,207.37,100.7,157.49,0.78,0
2024-01-05 22:25:00,55.73,53.43,224.4,122.37,53.61,0.75,0
2024-01-05 22:30:00,41.35,70.42,190.73,409.28,173.85,87.43,1
2024-01-05 22:35:00,36.61,61.1,186.32,118.17,183.55,0.23,0
2024-01-05 22:40:00,34.55,55.6,153.86,101.96,148.79,0.89,0
2024-01-05 22:45:00,25.34,64.08,185.2,120.58,152.52,1.49,0
2024-01-05 22:50:00,65.56,53.48,67.16,91.36,152.21,0.38,0
2024-01-05 22:55:00,33.97,72.01,176.39,73.36,126.47,1.09,0
2024-01-05 23:00:00,42.79,70.82,196.73,75.65,162.95,0.68,0
2024-01-05 23:05:00,42.23,56.27,222.55,74.16,143.06,0.8,0
2024-01-05 23:10:00,48.07,54.97,189.25,109.56,177.91,1.83,0
2024-01-05 23:15:00,53.16,39.05,213.91,129.54,146.59,0.17,0
2024-01-05 23:20:00,53.6,48.15,112.81,88.7,124.17,1.38,0
2024-01-05 23:25:00,39.17,49.28,197.73,112.58,103.92,0.76,0
2024-01-05 23:30:00,43.33,61.08,132.82,69.53,94.08,0.74,0
2024-01-05 23:35:00,47.83,57.39,151.67,103.61,189.38,0.44,0
2024-01-05 23:40:00,42.51,49.24,192.51,113.37,136.27,1.38,0
2024-01-05 23:45:00,61.07,57.75,251.05,71.04,160.16,0.9,0
2024-01-05 23:50:00,49.91,64.04,214.85,95.92,203.5,0.84,0
2024-01-05 23:55:00,52.35,64.22,200.73,114.32,133.12,1.05,0
2024-01-06 00:00:00,51.63,44.8,199.22,41.32,131.18,0.91,0
2024-01-06 00:05:00,56.73,58.97,171.45,126.71,146.04,0.0,0
2024-01-06 00:10:00,46.81,48.93,178.24,107.07,150.88,0.75,0
2024-01-06 00:15:00,93.39,93.19,217.1,114.33,206.63,1.45,1
2024-01-06 00:20:00,49.0,66.27,144.59,91.75,196.97,0.25,0
2024-01-06 00:25:00,38.49,52.82,223.72,65.55,168.63,0.46,0
2024-01-06 00:30:00,39.71,53.87,184.46,110.68,193.48,0.79,0
2024-01-06 00:35:00,50.86,56.31,233.02,98.35,144.65,0.64,0
2024-01-06 00:40:00,97.33,91.16,238.44,100.64,158.97,0.99,1
2024-01-06 00:45:00,45.21,62.69,133.08,121.75,140.95,0.45,0
2024-01-06 00:50:00,48.09,57.82,176.74,115.24,111.29,0.81,0
2024-01-06 00:55:00,62.02,67.76,165.78,138.42,186.12,0.98,0
2024-01-06 01:00:00,47.41,51.21,127.49,103.08,165.95,1.32,0
2024-01-06 01:05:00,71.02,55.05,158.7,86.18,150.54,1.62,0
2024-01-06 01:10:00,50.66,47.95,297.65,96.23,149.93,0.87,0
2024-01-06 01:15:00,27.39,51.97,224.38,108.31,104.81,1.94,0
2024-01-06 01:20:00,52.53,50.54,276.69,120.32,120.68,0.91,0
2024-01-06 01:25:00,48.81,67.97,233.16,70.66,160.08,1.41,0
2024-01-06 01:30:00,57.9,54.41,170.33,100.17,134.13,1.97,0
2024-01-06 01:35:00,51.73,60.99,184.73,132.19,143.47,1.07,0
2024-01-06 01:40:00,43.62,56.95,223.54,95.2,146.86,0.31,0
2024-01-06 01:45:00,32.76,49.84,217.5,118.62,129.53,1.05,0
2024-01-06 01:50:00,42.91,58.65,176.91,109.86,120.96,0.69,0
2024-01-06 01:55:00,36.49,64.79,139.6,119.12,101.63,0.86,0
2024-01-06 02:00:00,39.19,50.34,331.51,83.8,145.6,1.99,0
2024-01-06 02:05:00,50.89,66.47,194.35,83.89,168.56,0.39,0
2024-01-06 02:10:00,61.7,53.2,186.97,100.41,100.69,1.15,0
2024-01-06 02:15:00,48.95,56.14,204.53,69.36,149.28,0.56,0
2024-01-06 02:20:00,33.04,64.25,190.29,94.61,158.43,0.85,0
2024-01-06 02:25:00,49.45,54.69,204.91,105.06,120.31,1.37,0
2024-01-06 02:30:00,56.97,60.3,251.48,135.69,192.66,1.16,0
2024-01-06 02:35:00,38.9,57.48,195.02,108.05,138.43,0.89,0
2024-01-06 02:40:00,43.66,61.03,153.49,112.5,146.96,0.68,0
2024-01-06 02:45:00,45.15,40.95,193.53,123.29,145.16,1.16,0
2024-01-06 02:50:00,37.15,45.36,181.42,80.71,96.88,1.85,0
2024-01-06 02:55:00,51.48,64.93,256.96,484.98,180.26,53.07,1
2024-01-06 03:00:00,43.79,68.3,246.84,148.51,121.33,1.96,0
2024-01-06 03:05:00,49.2,52.72,204.3,98.42,142.9,1.6,0
2024-01-06 03:10:00,36.13,58.05,148.85,444.21,167.93,41.18,1
2024-01-06 03:15:00,40.63,62.36,150.96,119.27,193.83,1.15,0
2024-01-06 03:20:00,52.22,65.55,200.6,70.44,117.6,1.59,0
2024-01-06 03:25:00,41.27,43.78,213.45,106.21,136.61,0.5,0
2024-01-06 03:30:00,62.27,52.91,185.02,102.93,191.47,0.67,0
2024-01-06 03:35:00,41.0,57.34,180.79,106.6,163.91,1.38,0
2024-01-06 03:40:00,47.25,65.63,176.29,84.92,170.14,1.15,0
2024-01-06 03:45:00,54.33,79.99,199.06,77.66,118.47,0.93,0
2024-01-06 03:50:00,30.82,58.18,104.69,90.48,138.62,0.0,0
2024-01-06 03:55:00,27.39,48.74,155.95,98.04,144.96,0.78,0
2024-01-06 04:00:00,29.74,63.22,174.92,123.7,124.26,0.41,0
2024-01-06 04:05:00,57.63,70.57,248.3,136.35,99.76,1.25,0
2024-01-06 04:10:00,39.48,60.86,167.45,127.93,134.69,0.9,0
2024-01-06 04:15:00,97.85,96.1,207.22,117.2,190.63,0.69,1
2024-01-06 04:20:00,39.36,67.66,209.06,79.91,151.78,2.32,0
2024-01-06 04:25:00,46.85,65.31,251.92,91.82,191.23,1.52,0
2024-01-06 04:30:00,60.42,51.79,250.5,104.2,155.37,1.53,0
2024-01-06 04:35:00,65.06,63.05,197.7,87.35,127.06,2.1,0
2024-01-06 04:40:00,65.62,67.98,180.98,111.54,188.33,1.4,0
2024-01-06 04:45:00,57.08,69.46,173.45,114.41,156.37,0.61,0
2024-01-06 04:50:00,55.24,59.47,190.36,110.73,178.86,0.56,0
2024-01-06 04:55:00,50.93,57.14,182.64,120.5,117.95,1.48,0
2024-01-06 05:00:00,52.78,69.82,222.15,81.91,181.16,0.0,0
2024-01-06 05:05:00,39.49,50.32,216.81,118.66,182.07,0.96,0
2024-01-06 05:10:00,36.82,63.51,223.67,86.09,158.69,0.0,0
2024-01-06 05:15:00,44.97,49.04,250.37,81.18,125.79,1.05,0
2024-01-06 05:20:00,43.3,68.52,274.51,110.64,148.62,1.43,0
2024-01-06 05:25:00,40.47,57.94,204.99,124.32,168.34,1.14,0
2024-01-06 05:30:00,51.96,70.15,243.98,109.76,157.04,1.47,0
2024-01-06 05:35:00,54.55,63.93,185.93,100.42,168.03,1.98,0
2024-01-06 05:40:00,45.88,50.21,247.4,106.2,180.37,0.93,0
2024-01-06 05:45:00,59.78,71.4,242.46,102.73,130.55,2.4,0
2024-01-06 05:50:00,33.58,72.41,240.34,77.48,115.35,1.11,0
2024-01-06 05:55:00,43.06,67.06,203.76,75.15,148.87,1.47,0
2024-01-06 06:00:00,37.83,53.91,173.27,98.42,140.11,0.69,0
2024-01-06 06:05:00,26.33,57.55,144.22,101.6,173.58,1.81,0
2024-01-06 06:10:00,44.17,61.16,198.4,100.23,117.77,1.52,0
2024-01-06 06:15:00,43.78,54.37,261.32,113.52,180.61,1.74,0
2024-01-06 06:20:00,60.13,73.54,187.61,95.69,190.61,1.03,0
2024-01-06 06:25:00,51.31,61.15,231.41,111.26,150.01,0.37,0
2024-01-06 06:30:00,34.76,38.37,233.76,97.11,151.82,1.23,0
2024-01-06 06:35:00,63.54,62.71,188.65,136.47,126.97,0.15,0
2024-01-06 06:40:00,57.21,57.21,252.65,101.61,133.72,0.83,0
2024-01-06 06:45:00,50.82,59.4,83.65,146.81,137.75,1.1,0
2024-01-06 06:50:00,42.74,57.05,151.09,107.04,193.29,2.19,0
2024-01-06 06:55:00,35.41,66.46,163.37,95.73,147.84,1.16,0
2024-01-06 07:00:00,41.28,68.96,167.21,82.01,110.33,1.07,0
2024-01-06 07:05:00,55.89,62.26,213.45,71.14,157.66,0.97,0
2024-01-06 07:10:00,63.85,57.29,211.6,80.17,174.79,0.33,0
2024-01-06 07:15:00,60.43,59.67,215.76,82.41,149.24,1.04,0
2024-01-06 07:20:00,40.11,60.16,223.84,107.9,194.08,1.05,0
2024-01-06 07:25:00,33.8,53.58,162.0,89.48,173.33,0.52,0
2024-01-06 07:30:00,46.41,64.63,151.27,103.74,118.53,0.41,0
2024-01-06 07:35:00,27.32,63.68,215.85,125.64,133.46,0.76,0
2024-01-06 07:40:00,48.23,72.32,174.79,98.24,156.79,1.03,0
2024-01-06 07:45:00,43.52,70.04,137.18,141.58,100.01,0.77,0
2024-01-06 07:50:00,40.34,54.51,238.85,76.48,160.09,0.47,0
2024-01-06 07:55:00,29.05,66.56,255.8,96.99,97.15,1.14,0
2024-01-06 08:00:00,50.14,52.39,262.29,89.21,180.7,1.27,0
2024-01-06 08:05:00,39.67,65.57,207.48,118.73,177.22,1.06,0
2024-01-06 08:10:00,33.3,55.87,225.04,55.2,165.14,0.72,0
2024-01-06 08:15:00,16.28,51.81,254.79,71.14,129.72,1.3,0
2024-01-06 08:20:00,44.72,62.24,174.34,97.85,155.11,0.9,0
2024-01-06 08:25:00,62.72,38.6,244.43,131.03,134.6,0.41,0
2024-01-06 08:30:00,61.61,45.99,211.02,104.52,119.08,1.52,0
2024-01-06 08:35:00,40.43,58.58,236.55,72.97,139.84,1.18,0
2024-01-06 08:40:00,38.98,60.66,207.44,76.06,170.95,0.94,0
2024-01-06 08:45:00,49.69,57.05,251.85,133.46,151.31,0.21,0
2024-01-06 08:50:00,35.02,47.36,208.94,87.58,193.52,0.63,0
2024-01-06 08:55:00,48.02,53.46,140.64,81.14,172.97,2.01,0
2024-01-06 09:00:00,52.66,63.13,258.08,129.55,169.76,0.25,0
2024-01-06 09:05:00,57.27,64.65,162.1,120.22,101.73,0.87,0
2024-01-06 09:10:00,44.0,59.87,250.12,125.48,141.45,0.99,0
2024-01-06 09:15:00,42.96,69.25,196.39,81.0,118.07,1.16,0
2024-01-06 09:20:00,36.22,63.18,247.04,69.5,144.51,0.25,0
2024-01-06 09:25:00,36.73,54.02,245.39,102.66,129.2,1.09,0
2024-01-06 09:30:00,42.74,57.76,217.21,106.7,138.67,0.16,0
2024-01-06 09:35:00,48.67,48.78,220.34,107.29,181.83,1.05,0
2024-01-06 09:40:00,54.14,59.13,216.91,129.56,164.26,0.67,0
2024-01-06 09:45:00,36.97,68.9,119.45,65.32,180.21,0.57,0
2024-01-06 09:50:00,59.93,65.48,204.73,117.19,101.98,1.42,0
2024-01-06 09:55:00,42.29,71.22,155.36,78.07,151.74,0.88,0
2024-01-06 10:00:00,44.79,57.58,206.85,117.11,179.0,1.24,0
2024-01-06 10:05:00,37.53,70.77,154.28,90.5,195.19,1.25,0
2024-01-06 10:10:00,20.76,58.45,152.6,83.72,103.56,1.63,0
2024-01-06 10:15:00,53.84,71.77,264.2,87.8,139.46,0.4,0
2024-01-06 10:20:00,52.37,59.83,242.78,71.09,181.03,1.46,0
2024-01-06 10:25:00,42.19,65.66,199.83,100.81,144.23,1.01,0
2024-01-06 10:30:00,45.67,71.8,207.39,84.55,122.69,0.81,0
2024-01-06 10:35:00,50.16,58.45,190.08,115.73,103.5,0.43,0
2024-01-06 10:40:00,29.37,61.75,222.8,112.8,121.54,1.3,0
2024-01-06 10:45:00,39.71,70.31,172.96,133.76,99.33,0.54,0
2024-01-06 10:50:00,52.94,58.94,239.75,107.33,151.75,1.26,0
2024-01-06 10:55:00,32.46,49.43,189.88,110.41,176.89,1.96,0
2024-01-06 11:00:00,47.94,77.14,183.21,128.0,112.17,1.49,0
2024-01-06 11:05:00,31.43,56.24,200.87,87.45,157.73,1.7,0
2024-01-06 11:10:00,49.66,61.27,176.35,70.23,175.36,0.64,0
2024-01-06 11:15:00,44.64,69.25,213.15,104.0,149.92,1.38,0
2024-01-06 11:20:00,28.85,55.13,178.51,71.55,101.68,0.43,0
2024-01-06 11:25:00,56.65,51.94,218.74,149.08,161.59,0.88,0
2024-01-06 11:30:00,37.65,62.03,248.64,129.11,148.36,1.87,0
2024-01-06 11:35:00,36.9,45.66,171.23,143.28,145.3,0.7,0
2024-01-06 11:40:00,98.37,98.96,194.78,101.25,133.59,1.56,1
2024-01-06 11:45:00,56.49,61.96,218.45,111.01,152.6,1.51,0
2024-01-06 11:50:00,34.84,57.84,182.57,90.81,165.29,1.54,0
2024-01-06 11:55:00,45.62,47.65,218.57,117.66,221.72,0.37,0
2024-01-06 12:00:00,49.29,72.75,222.22,75.69,153.37,1.26,0
2024-01-06 12:05:00,51.93,60.83,243.33,49.14,195.33,0.92,0
2024-01-06 12:10:00,93.91,94.68,175.76,84.19,160.73,1.54,1
2024-01-06 12:15:00,41.33,57.92,162.29,70.89,147.01,0.17,0
2024-01-06 12:20:00,36.72,52.96,187.7,129.56,154.46,1.18,0
2024-01-06 12:25:00,45.86,62.15,161.29,136.31,113.35,1.11,0
2024-01-06 12:30:00,34.28,58.27,222.58,71.94,159.18,0.0,0
2024-01-06 12:35:00,15.79,50.58,153.53,125.83,90.24,0.56,0
2024-01-06 12:40:00,49.37,71.76,293.32,119.03,124.12,0.08,0
2024-01-06 12:45:00,54.04,55.02,251.84,68.6,153.3,0.64,0
2024-01-06 12:50:00,21.37,45.28,200.5,92.19,185.82,1.27,0
2024-01-06 12:55:00,34.9,70.63,234.7,88.4,192.92,1.1,0
2024-01-06 13:00:00,51.19,55.97,134.53,114.96,142.9,1.08,0
2024-01-06 13:05:00,65.57,55.14,300.93,75.42,154.67,0.48,0
2024-01-06 13:10:00,45.21,45.88,176.39,98.02,179.53,1.56,0
2024-01-06 13:15:00,37.72,73.93,195.18,86.28,110.12,0.99,0
2024-01-06 13:20:00,43.17,49.68,125.76,109.47,162.14,1.02,0
2024-01-06 13:25:00,58.75,60.47,219.45,95.66,125.16,1.47,0
2024-01-06 13:30:00,38.54,67.3,155.75,89.3,144.85,0.5,0
2024-01-06 13:35:00,37.01,63.37,204.07,95.73,136.23,1.11,0
2024-01-06 13:40:00,40.17,59.52,178.23,140.72,163.06,1.21,0
2024-01-06 13:45:00,35.47,46.39,156.89,91.66,166.51,0.73,0
2024-01-06 13:50:00,46.23,53.52,167.83,79.18,176.73,1.33,0
2024-01-06 13:55:00,61.25,61.5,209.03,111.67,160.45,1.24,0
2024-01-06 14:00:00,48.23,53.7,148.74,97.13,155.15,0.95,0
2024-01-06 14:05:00,42.48,61.63,170.05,71.7,205.62,0.93,0
2024-01-06 14:10:00,42.08,65.45,226.53,144.63,104.27,1.26,0
2024-01-06 14:15:00,29.37,67.7,304.1,92.95,200.87,1.39,0
2024-01-06 14:20:00,53.83,50.19,219.1,92.44,141.31,1.03,0
2024-01-06 14:25:00,44.22,77.57,163.31,103.2,167.13,1.56,0
2024-01-06 14:30:00,43.2,66.14,185.32,134.6,140.23,1.33,0
2024-01-06 14:35:00,76.93,59.99,201.26,66.41,128.92,0.11,0
2024-01-06 14:40:00,47.99,68.72,186.02,105.52,164.54,0.3,0
2024-01-06 14:45:00,37.48,78.92,236.12,141.75,181.26,1.59,0
2024-01-06 14:50:00,40.74,48.49,208.7,102.57,164.19,0.88,0
2024-01-06 14:55:00,56.48,58.2,236.31,75.29,133.74,1.08,0
2024-01-06 15:00:00,46.13,40.97,187.42,87.63,258.34,1.57,0
2024-01-06 15:05:00,30.62,61.54,253.02,104.14,185.96,1.0,0
2024-01-06 15:10:00,54.19,62.92,193.34,126.62,178.0,1.02,0
2024-01-06 15:15:00,38.32,59.69,161.15,93.21,139.41,0.57,0
2024-01-06 15:20:00,63.73,54.76,287.09,116.53,131.25,1.18,0
2024-01-06 15:25:00,55.8,43.6,127.0,71.29,141.6,1.29,0
2024-01-06 15:30:00,40.53,62.99,170.45,71.13,182.44,0.71,0
2024-01-06 15:35:00,57.81,71.64,174.92,90.34,120.28,0.54,0
2024-01-06 15:40:00,45.68,55.27,300.33,128.76,117.95,2.31,0
2024-01-06 15:45:00,53.53,63.52,272.27,101.38,166.19,0.95,0
2024-01-06 15:50:00,49.85,47.45,259.76,105.8,159.58,0.66,0
2024-01-06 15:55:00,36.54,63.66,186.77,105.56,126.89,1.35,0
2024-01-06 16:00:00,38.56,56.85,297.05,122.18,117.26,0.97,0
2024-01-06 16:05:00,55.3,53.9,214.73,87.8,193.14,0.46,0
2024-01-06 16:10:00,41.65,53.92,239.09,113.77,160.71,1.24,0
2024-01-06 16:15:00,40.96,56.85,207.19,83.38,109.09,0.57,0
2024-01-06 16:20:00,35.45,63.06,198.02,139.67,111.19,1.79,0
2024-01-06 16:25:00,49.24,49.5,189.93,83.99,139.15,1.25,0
2024-01-06 16:30:00,65.63,56.82,191.61,82.35,171.99,0.86,0
2024-01-06 16:35:00,34.32,59.67,224.34,110.99,167.85,1.05,0
2024-01-06 16:40:00,45.24,51.21,214.69,101.6,183.95,1.45,0
2024-01-06 16:45:00,96.75,91.4,198.74,106.54,105.29,1.09,1
2024-01-06 16:50:00,44.2,53.17,260.38,104.55,156.72,2.06,0
2024-01-06 16:55:00,49.52,54.64,81.33,78.19,192.78,1.57,0
2024-01-06 17:00:00,34.38,52.17,220.4,132.27,189.98,1.24,0
2024-01-06 17:05:00,49.28,74.39,228.71,117.87,160.77,0.53,0
2024-01-06 17:10:00,43.13,64.42,245.88,127.18,220.44,0.93,0
2024-01-06 17:15:00,54.86,52.51,197.41,89.43,168.28,1.24,0
2024-01-06 17:20:00,56.87,68.85,208.32,108.33,181.28,0.59,0
2024-01-06 17:25:00,70.9,61.61,239.44,437.35,151.33,51.33,1
2024-01-06 17:30:00,86.87,93.86,919.53,122.56,126.57,26.45,1
2024-01-06 17:35:00,48.26,57.24,187.98,123.2,123.74,0.68,0
2024-01-06 17:40:00,46.94,54.0,210.68,103.86,155.45,0.72,0
2024-01-06 17:45:00,41.47,62.7,267.14,69.64,143.65,1.37,0
2024-01-06 17:50:00,48.38,55.64,115.04,135.59,96.94,0.6,0
2024-01-06 17:55:00,42.05,74.53,172.4,111.12,119.23,0.1,0
2024-01-06 18:00:00,46.68,49.85,258.63,87.83,140.45,1.54,0
2024-01-06 18:05:00,58.18,72.29,243.7,108.13,171.82,0.78,0
2024-01-06 18:10:00,34.93,59.11,220.9,69.78,149.52,0.47,0
2024-01-06 18:15:00,56.4,62.39,182.06,121.11,147.84,0.62,0
2024-01-06 18:20:00,58.17,66.67,164.73,70.58,120.39,1.86,0
2024-01-06 18:25:00,43.82,54.96,176.35,95.58,150.69,0.67,0
2024-01-06 18:30:00,23.78,66.91,261.92,104.89,189.57,0.94,0
2024-01-06 18:35:00,38.92,38.34,174.86,120.78,154.67,0.78,0
2024-01-06 18:40:00,57.97,54.24,204.06,102.13,104.78,0.38,0
2024-01-06 18:45:00,44.77,52.61,169.85,112.7,112.45,0.63,0
2024-01-06 18:50:00,35.01,49.97,233.71,99.44,167.66,0.35,0
2024-01-06 18:55:00,39.95,58.28,178.45,99.36,143.27,1.48,0
2024-01-06 19:00:00,53.41,63.09,196.1,101.71,147.76,1.05,0
2024-01-06 19:05:00,50.47,65.62,132.66,96.22,131.62,2.24,0
2024-01-06 19:10:00,42.61,61.93,135.47,66.27,165.1,0.65,0
2024-01-06 19:15:00,41.33,54.67,200.31,84.63,140.97,0.57,0
2024-01-06 19:20:00,41.08,62.95,146.99,104.9,144.4,1.77,0
2024-01-06 19:25:00,35.78,60.99,284.2,95.02,124.46,1.53,0
2024-01-06 19:30:00,61.15,67.49,117.54,96.88,177.65,1.19,0
2024-01-06 19:35:00,41.78,66.22,167.99,93.53,143.37,0.44,0
2024-01-06 19:40:00,57.17,60.24,200.67,82.73,168.24,1.87,0
2024-01-06 19:45:00,60.21,52.82,185.39,90.14,114.19,0.96,0
2024-01-06 19:50:00,54.98,54.78,155.83,93.86,202.02,0.78,0
2024-01-06 19:55:00,40.68,55.6,161.68,100.1,188.32,1.57,0
2024-01-06 20:00:00,49.04,57.48,160.37,107.87,92.71,0.99,0
2024-01-06 20:05:00,44.76,62.14,188.53,96.39,125.94,0.42,0
2024-01-06 20:10:00,94.31,90.45,278.08,79.41,164.33,1.02,1
2024-01-06 20:15:00,48.24,59.59,203.12,72.04,110.41,0.61,0
2024-01-06 20:20:00,33.21,60.13,247.32,151.95,146.05,0.0,0
2024-01-06 20:25:00,56.88,61.15,220.28,77.4,162.8,0.56,0
2024-01-06 20:30:00,40.35,55.87,244.55,89.63,144.46,0.74,0
2024-01-06 20:35:00,47.01,52.6,88.0,110.34,166.17,0.42,0
2024-01-06 20:40:00,47.83,45.96,187.82,107.22,129.2,1.29,0
2024-01-06 20:45:00,42.41,54.44,252.29,110.42,82.67,0.61,0
2024-01-06 20:50:00,50.87,63.79,177.13,91.15,179.46,1.24,0
2024-01-06 20:55:00,40.25,54.38,270.5,104.77,179.27,0.38,0
2024-01-06 21:00:00,91.97,90.47,259.36,101.23,225.11,1.45,1
2024-01-06 21:05:00,31.54,63.73,181.23,93.76,83.78,0.36,0
2024-01-06 21:10:00,46.26,64.17,179.87,104.91,172.52,0.0,0
2024-01-06 21:15:00,64.39,51.36,159.46,121.11,90.94,1.62,0
2024-01-06 21:20:00,35.0,67.98,174.82,99.56,202.69,0.57,0
2024-01-06 21:25:00,38.22,69.02,150.7,99.69,164.64,1.88,0
2024-01-06 21:30:00,50.14,50.96,217.15,121.36,121.44,1.28,0
2024-01-06 21:35:00,46.8,53.41,141.76,119.23,173.41,1.4,0
2024-01-06 21:40:00,48.51,69.53,224.15,131.68,133.41,1.52,0
2024-01-06 21:45:00,49.89,58.83,225.12,64.88,159.01,1.06,0
2024-01-06 21:50:00,51.35,42.24,133.55,118.1,156.18,1.06,0
2024-01-06 21:55:00,56.1,48.8,261.99,112.03,202.33,1.64,0
2024-01-06 22:00:00,49.1,58.01,220.54,82.29,204.45,1.06,0
2024-01-06 22:05:00,42.59,50.7,229.99,105.03,132.08,0.64,0
2024-01-06 22:10:00,51.73,56.69,169.65,121.02,181.74,1.29,0
2024-01-06 22:15:00,64.0,60.26,224.9,83.42,160.65,0.0,0
2024-01-06 22:20:00,43.67,71.7,245.06,108.85,107.62,1.66,0
2024-01-06 22:25:00,35.25,57.68,196.06,117.43,129.11,1.67,0
2024-01-06 22:30:00,56.07,68.58,280.08,78.58,220.08,1.6,0
2024-01-06 22:35:00,43.8,71.43,201.76,97.15,160.74,1.58,0
2024-01-06 22:40:00,23.27,71.47,245.63,106.02,179.99,0.96,0
2024-01-06 22:45:00,53.47,62.28,211.72,84.08,143.64,0.95,0
2024-01-06 22:50:00,39.65,44.29,223.42,82.42,133.8,0.39,0
